fiscal_year,system_code,location_code,location_name,BEDS,Managed_by_name,location_type_description,Location_Category_Description,Grades_text,Grades_final_text,open_date,Status_descriptions,Primary_building_code,primary_address_line_1,State_code,X_COORDINATE,Y_COORDINATE,LONGITUDE,LATITUDE,Community_district,Council-district,Census_tract,Borough_block_lot,NTA,NTA_Name,Principal_Name,Principal_title,Principal_phone_number,fax_number,Geographical_District_code,Administrative_District_Code,Administrative_District_Name,community_school_sup_name,Tier_3_Support_Location_Name,Tier_3_Support_Leader_Name,Tier_2_Support_Location_Name,HighSchool_Network_Location_Code,HighSchool_Network_Name,HighSchool_Network_Superintendent,Community_district 1,Police_precinct
2020,20K186,K186,P.S. 186 Dr. Irving A Gladstone,332000010186,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1923-07-01T00:00:00.000,Open,K186,7601 19 AVENUE,NY,985844,161850,-73.994258,40.610917,311,47,27400,3062390001,BK28,Bensonhurst West,BAYAN CADOTTE,Principal,718-236-7071,718-331-9181,20,20,COMMUNITY SCHOOL DISTRICT 20,"COSTANTINO, KARINA",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,School Support Team 4- Brooklyn South,NULL,NULL,NULL,311,62
2020,20K187,K187,The Christa McAuliffe School\I.S. 187,332000010187,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",1994-04-12T00:00:00.000,Open,K486,1171 65 STREET,NY,983172,168048,-74.003883,40.627929,310,38,21200,3057450029,BK30,Dyker Heights,JUSTIN BERMAN,Principal,718-236-3394,718-236-3638,20,20,COMMUNITY SCHOOL DISTRICT 20,"COSTANTINO, KARINA",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,School Support Team 4- Brooklyn South,NULL,NULL,NULL,310,68
2020,21K188,K188,P.S. 188 Michael E. Berdy,332100010188,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1924-07-01T00:00:00.000,Open,K188,3314 NEPTUNE AVENUE,NY,984114,149396,-74.000489,40.576733,313,47,32800,3070060001,BK21,Seagate-Coney Island,ANTOINETTE TUCCI,Principal,718-265-7580,718-265-7589,21,21,COMMUNITY SCHOOL DISTRICT 21,"DIMOLA, ISABEL",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,School Support Team 5- Brooklyn South,NULL,NULL,NULL,313,60
2020,17K189,K189,P.S. 189 The Bilingual Center,331700010189,DOE,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08",1923-07-01T00:00:00.000,Open,K189,1100 EAST NEW YORK AVENUE,NY,1004936,181646,-73.925435,40.665228,317,41,89200,3045990001,BK81,Brownsville,BERTHE FAUSTIN,Principal,718-756-0210,718-604-1865,17,17,COMMUNITY SCHOOL DISTRICT 17,"ELLIS, CLARENCE",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,School Support Team 2- Brooklyn South,NULL,NULL,NULL,317,67
2020,19K190,K190,P.S. 190 Sheffield,331900010190,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1924-07-01T00:00:00.000,Open,K190,590 SHEFFIELD AVENUE,NY,1013415,180567,-73.894877,40.662243,305,42,112800,3038380018,BK85,East New York (Pennsylvania Ave),STEPHAUN HILL,Principal,718-346-8780,718-345-8765,19,19,COMMUNITY SCHOOL DISTRICT 19,THOMAS MCBRYDE JR,NYCDOE Borough Office - Brooklyn North,NULL,School Support Team 6- Brooklyn North,NULL,NULL,NULL,305,75
2020,23K332,K332,P.S. 332 Charles H. Houston,332300010332,DOE,General Academic,K-8,"05,SE","PK,0K,01,02,03,04,05,06,07,08",1967-07-01T00:00:00.000,Closed,K332,51 CHRISTOPHER AVENUE,NY,1010320,184197,-73.906018,40.672216,316,37,90800,3036930001,BK81,Brownsville,RONNIE NELSON,I.A. PRINCIPAL,718-495-7805,718-495-7708,23,23,COMMUNITY SCHOOL DISTRICT 23,"DEGOVIA, MAURICIERE",NULL,NULL,NULL,NULL,NULL,NULL,316,73
2020,17K191,K191,P.S. 191 Paul Robeson,331700010191,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1938-07-01T00:00:00.000,Open,K191,1600 PARK PLACE,NY,1005297,184015,-73.924127,40.67173,308,41,35900,3013750012,BK61,Crown Heights North,HADAR GAHFI,Principal,718-756-1206,718-756-5417,17,17,COMMUNITY SCHOOL DISTRICT 17,"ELLIS, CLARENCE",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,School Support Team 2- Brooklyn South,NULL,NULL,NULL,308,77
2020,20K192,K192,P.S. 192 - The Magnet School for Math and Science,332000010192,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",1924-07-01T00:00:00.000,Open,K192,4715 18 AVENUE,NY,989929,168366,-73.97954,40.6288,312,44,47600,3054450001,BK88,Borough Park,LISET ISAAC,Principal,718-633-3061,718-871-8721,20,20,COMMUNITY SCHOOL DISTRICT 20,"COSTANTINO, KARINA",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,School Support Team 4- Brooklyn South,NULL,NULL,NULL,312,66
2020,22K193,K193,P.S. 193 Gil Hodges,332200010193,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1924-07-01T00:00:00.000,Open,K193,2515 AVENUE L,NY,998041,165921,-73.950321,40.62208,314,45,75400,3076250001,BK43,Midwood,Sheila Phillip,Principal,718-338-9011,718-338-9074,22,22,COMMUNITY SCHOOL DISTRICT 22,"BOVE, JULIA",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,School Support Team 6- Brooklyn South,NULL,NULL,NULL,314,70
2020,22K194,K194,P.S. 194 Raoul Wallenberg,332200010194,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1929-07-01T00:00:00.000,Open,K194,3117 AVENUE W,NY,1002533,157176,-73.934163,40.598069,315,46,57000,3073930001,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Joy Mendelsohn,Principal,718-648-8804,718-934-0244,22,22,COMMUNITY SCHOOL DISTRICT 22,"BOVE, JULIA",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,School Support Team 6- Brooklyn South,NULL,NULL,NULL,315,61
2020,22K195,K195,P.S. 195 Manhattan Beach,332200010195,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05","PK,0K,01,02,03,04,05",1949-07-01T00:00:00.000,Open,K195,131 IRWIN STREET,NY,999945,150650,-73.943498,40.580161,315,48,62000,3087520035,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Bernadette Toomey,Principal,718-648-9102,718-934-0625,22,22,COMMUNITY SCHOOL DISTRICT 22,"BOVE, JULIA",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,School Support Team 6- Brooklyn South,NULL,NULL,NULL,315,61
2020,14K196,K196,P.S. 196 Ten Eyck,331400010196,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1924-07-01T00:00:00.000,Open,K196,207 BUSHWICK AVENUE,NY,1001055,197519,-73.939385,40.708804,301,34,48500,3030460001,BK78,Bushwick South,JANINE SANTAROMITA,Principal,718-497-0139,718-628-5134,14,14,COMMUNITY SCHOOL DISTRICT 14,"WINNICKI, ALICJA",NYCDOE Borough Office - Brooklyn North,NULL,School Support Team 4- Brooklyn North,NULL,NULL,NULL,301,90
2020,22K197,K197,P.S. 197 - The Kings Highway Academy,332200010197,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1925-07-01T00:00:00.000,Open,K197,1599 EAST  22 STREET,NY,997744,162372,-73.951398,40.612339,314,48,54600,3067690018,BK43,Midwood,ROSEMARIE NICOLETTI,Principal,718-377-7890,718-377-7505,22,22,COMMUNITY SCHOOL DISTRICT 22,"BOVE, JULIA",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,School Support Team 6- Brooklyn South,NULL,NULL,NULL,314,70
2020,22K198,K198,P.S. 198 Brooklyn,332200010198,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1931-07-01T00:00:00.000,Open,K198,4105 FARRAGUT ROAD,NY,1001712,171578,-73.937083,40.637601,317,45,83600,3049880066,BK91,East Flatbush-Farragut,Joy ann Morgan,Principal,718-282-4920,718-940-0821,22,22,COMMUNITY SCHOOL DISTRICT 22,"BOVE, JULIA",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,School Support Team 6- Brooklyn South,NULL,NULL,NULL,317,67
2020,21K199,K199,P.S. 199 Frederick Wachtel,332100010199,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1930-07-01T00:00:00.000,Open,K199,1100 ELM AVENUE,NY,994515,163817,-73.963026,40.61631,314,48,76800,3067400025,BK43,Midwood,ROSALIA BACARELLA,Principal,718-339-1422,718-336-5562,21,21,COMMUNITY SCHOOL DISTRICT 21,"DIMOLA, ISABEL",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,School Support Team 5- Brooklyn South,NULL,NULL,NULL,314,70
2020,20K200,K200,P.S. 200 Benson School,332000010200,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1929-07-01T00:00:00.000,Open,K200,1940 BENSON AVENUE,NY,983718,158896,-74.001915,40.602809,311,43,28200,3064070008,BK27,Bath Beach,JAVIER MUNIZ,Principal,718-236-5466,718-232-3428,20,20,COMMUNITY SCHOOL DISTRICT 20,"COSTANTINO, KARINA",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,School Support Team 4- Brooklyn South,NULL,NULL,NULL,311,62
2020,20K201,K201,J.H.S. 201 The Dyker Heights,332000010201,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",1925-07-01T00:00:00.000,Open,K201,8010 12 AVENUE,NY,980433,164811,-74.013749,40.619043,310,43,16600,3062780022,BK30,Dyker Heights,Robert Ciulla,Principal,718-833-9363,718-836-1786,20,20,COMMUNITY SCHOOL DISTRICT 20,"COSTANTINO, KARINA",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,School Support Team 4- Brooklyn South,NULL,NULL,NULL,310,68
2020,19K202,K202,P.S. 202 Ernest S. Jenkyns,331900010202,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",1925-07-01T00:00:00.000,Open,K202,982 HEGEMAN AVENUE,NY,1018627,181876,-73.876084,40.665817,305,42,111600,3044770001,BK82,East New York,Ronald James Jr,I.A. Principal,718-649-7880,718-927-2173,19,19,COMMUNITY SCHOOL DISTRICT 19,THOMAS MCBRYDE JR,NYCDOE Borough Office - Brooklyn North,NULL,School Support Team 6- Brooklyn North,NULL,NULL,NULL,305,75
2020,22K203,K203,P.S. 203 Floyd Bennett School,332200010203,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1927-07-01T00:00:00.000,Open,K203,5101 AVENUE M,NY,1004867,165936,-73.925732,40.622108,318,46,68000,3078490001,BK58,Flatlands,Yocasta Dominguezmiller,Principal,718-241-8488,718-209-9641,22,22,COMMUNITY SCHOOL DISTRICT 22,"BOVE, JULIA",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,School Support Team 6- Brooklyn South,NULL,NULL,NULL,318,63
2020,20K204,K204,P.S. 204 Vince Lombardi,332000010204,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1929-07-01T00:00:00.000,Open,K204,8101 15 AVENUE,NY,982546,162804,-74.006137,40.613535,311,43,18400,3062940001,BK28,Bensonhurst West,Nancy Tomasuolo,Principal,718-236-2906,718-232-9265,20,20,COMMUNITY SCHOOL DISTRICT 20,"COSTANTINO, KARINA",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,School Support Team 4- Brooklyn South,NULL,NULL,NULL,311,62
2020,20K205,K205,P.S. 205 Clarion,332000010205,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1925-07-01T00:00:00.000,Open,K205,6701 20 AVENUE,NY,987917,163242,-73.986792,40.614737,311,47,25600,3055710001,BK28,Bensonhurst West,Feiga Mandel,I.A. Principal,718-236-2380,718-331-7299,20,20,COMMUNITY SCHOOL DISTRICT 20,"COSTANTINO, KARINA",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,School Support Team 4- Brooklyn South,NULL,NULL,NULL,311,62
2020,22K206,K206,P.S. 206 Joseph F Lamb,332200010206,DOE,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",1925-07-01T00:00:00.000,Open,K206,2200 GRAVESEND NECK ROAD,NY,998565,156739,-73.948453,40.596876,315,48,59401,3073810201,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Ellen Quigley,Principal,718-743-5598,718-332-4986,22,22,COMMUNITY SCHOOL DISTRICT 22,"BOVE, JULIA",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,School Support Team 6- Brooklyn South,NULL,NULL,NULL,315,61
2020,22K207,K207,P.S. 207 Elizabeth G. Leary,332200010207,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",1926-07-01T00:00:00.000,Open,K207,4011 FILLMORE AVENUE,NY,1003550,162974,-73.930485,40.613981,318,46,65200,3084840001,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,Neil Mcneill,Principal,718-645-8667,718-645-8139,22,22,COMMUNITY SCHOOL DISTRICT 22,"BOVE, JULIA",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,School Support Team 6- Brooklyn South,NULL,NULL,NULL,318,63
2020,18K208,K208,P.S. 208 Elsa Ebeling,331800010208,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1927-07-01T00:00:00.000,Open,K208,4801 AVENUE D,NY,1003427,173437,-73.930898,40.6427,317,45,84000,3047690025,BK91,East Flatbush-Farragut,Nakoley Renville,Principal,718-629-1670,718-451-0185,18,18,COMMUNITY SCHOOL DISTRICT 18,"WILKINS, BEVERLY",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,School Support Team 3- Brooklyn South,NULL,NULL,NULL,317,67
2020,21K209,K209,P.S. 209 Margaret Mead,332100010209,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",1930-07-01T00:00:00.000,Open,K209,2609 EAST  7 STREET,NY,995029,153066,-73.961191,40.5868,313,48,37000,3072440001,BK19,Brighton Beach,FRANCES NOVELLALOCURCIO,Principal,718-743-1954,718-743-6361,21,21,COMMUNITY SCHOOL DISTRICT 21,"DIMOLA, ISABEL",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,School Support Team 5- Brooklyn South,NULL,NULL,NULL,313,60
2020,18K211,K211,I.S. 211 John Wilson,331800010211,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",1958-07-01T00:00:00.000,Open,K211,1001 EAST 100 STREET,NY,1013327,173531,-73.895224,40.642931,318,46,98800,3082270001,BK50,Canarsie,Carolyn James,Principal,718-251-4411,718-241-2503,18,18,COMMUNITY SCHOOL DISTRICT 18,"WILKINS, BEVERLY",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,School Support Team 3- Brooklyn South,NULL,NULL,NULL,318,69
2020,21K212,K212,P.S. 212 Lady Deborah Moody,332100010212,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,06,SE","PK,0K,01,02,03,04,05",1925-07-01T00:00:00.000,Open,K212,87 BAY  49 STREET,NY,988314,153360,-73.985368,40.587612,313,47,31400,3069170001,BK26,Gravesend,Rina Horne,Principal,718-266-4841,718-266-7080,21,21,COMMUNITY SCHOOL DISTRICT 21,"DIMOLA, ISABEL",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,School Support Team 5- Brooklyn South,NULL,NULL,NULL,313,60
2020,19K213,K213,P.S. 213 New Lots,331900010213,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1939-07-01T00:00:00.000,Open,K213,580 HEGEMAN AVENUE,NY,1014778,179695,-73.889968,40.659845,305,42,110400,3043240001,BK82,East New York,Stanley Moise,Principal,718-257-4034,718-272-3446,19,19,COMMUNITY SCHOOL DISTRICT 19,THOMAS MCBRYDE JR,NYCDOE Borough Office - Brooklyn North,NULL,School Support Team 6- Brooklyn North,NULL,NULL,NULL,305,75
2020,19K214,K214,P.S. 214 Michael Friedsam,331900010214,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1925-07-01T00:00:00.000,Open,K214,2944 PITKIN AVENUE,NY,1022262,185548,-73.862961,40.675881,305,37,120200,3042430001,BK83,Cypress Hills-City Line,Sharon Mahabir,Principal,718-647-1740,718-827-5838,19,19,COMMUNITY SCHOOL DISTRICT 19,THOMAS MCBRYDE JR,NYCDOE Borough Office - Brooklyn North,NULL,School Support Team 6- Brooklyn North,NULL,NULL,NULL,305,75
2020,21K215,K215,P.S. 215 Morris H. Weiss,332100010215,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1925-07-01T00:00:00.000,Open,K215,415 AVENUE S,NY,992533,158866,-73.970171,40.602722,315,47,41401,3066810169,BK25,Homecrest,ANTONELLA BOVE,Principal,718-339-2464,718-998-7235,21,21,COMMUNITY SCHOOL DISTRICT 21,"DIMOLA, ISABEL",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,School Support Team 5- Brooklyn South,NULL,NULL,NULL,315,61
2020,21K216,K216,P.S. 216 Arturo Toscanini,332100010216,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1925-07-01T00:00:00.000,Open,K216,350 AVENUE X,NY,992680,154231,-73.969647,40.59,315,47,37401,3071960001,BK26,Gravesend,Donna Neglia,Principal,718-645-2862,718-645-2610,21,21,COMMUNITY SCHOOL DISTRICT 21,"DIMOLA, ISABEL",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,School Support Team 5- Brooklyn South,NULL,NULL,NULL,315,61
2020,22K217,K217,P.S. 217 Colonel David Marcus School,332200010217,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1925-07-01T00:00:00.000,Open,K217,1100 NEWKIRK AVENUE,NY,993564,170073,-73.966442,40.633482,314,40,52600,3052320001,BK42,Flatbush,Robert Bonilla,Principal,718-434-6960,718-434-8170,22,22,COMMUNITY SCHOOL DISTRICT 22,"BOVE, JULIA",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,School Support Team 6- Brooklyn South,NULL,NULL,NULL,314,70
2020,19K218,K218,J.H.S. 218 James P. Sinnott,331900010218,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",1964-07-01T00:00:00.000,Open,K218,370 FOUNTAIN AVENUE,NY,1019054,183408,-73.874537,40.67002,305,42,111800,3042780001,BK82,East New York,Lisa ann Hermann,I.A. Principal,718-647-9050,718-827-5839,19,19,COMMUNITY SCHOOL DISTRICT 19,THOMAS MCBRYDE JR,NYCDOE Borough Office - Brooklyn North,NULL,School Support Team 6- Brooklyn North,NULL,NULL,NULL,305,75
2020,18K219,K219,P.S. 219 Kennedy-King,331800010219,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1927-07-01T00:00:00.000,Open,K219,1060 CLARKSON AVENUE,NY,1005809,179317,-73.922296,40.658834,317,41,88600,3046480001,BK96,Rugby-Remsen Village,WINSOME SMITH,Principal,929-397-9566,949-397-9565,18,18,COMMUNITY SCHOOL DISTRICT 18,"WILKINS, BEVERLY",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,School Support Team 3- Brooklyn South,NULL,NULL,NULL,317,67
2020,20K220,K220,J.H.S. 220 John J. Pershing,332000010220,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",1925-07-01T00:00:00.000,Open,K220,4812 9TH AVENUE,NY,983903,172809,-74.00125,40.640997,312,38,10800,3007780023,BK34,Sunset Park East,SHELDON DEMPSTER,Principal,718-633-8200,718-871-7466,20,20,COMMUNITY SCHOOL DISTRICT 20,"COSTANTINO, KARINA",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,School Support Team 4- Brooklyn South,NULL,NULL,NULL,312,66
2020,17K221,K221,P.S. 221 Toussaint L'Ouverture,331700010221,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1940-07-01T00:00:00.000,Open,K221,791 EMPIRE BOULEVARD,NY,1002074,181183,-73.935753,40.663964,309,35,35500,3014230014,BK63,Crown Heights South,Florentine Ulysse,Principal,718-756-0122,718-953-2657,17,17,COMMUNITY SCHOOL DISTRICT 17,"ELLIS, CLARENCE",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,School Support Team 2- Brooklyn South,NULL,NULL,NULL,309,71
2020,22K222,K222,P.S. 222 Katherine R. Snyder,332200010222,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1929-07-01T00:00:00.000,Open,K222,3301 QUENTIN ROAD,NY,1001129,162981,-73.939205,40.614005,318,46,64600,3077060001,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,Theresa Olivieri,Principal,718-998-4298,718-339-2107,22,22,COMMUNITY SCHOOL DISTRICT 22,"BOVE, JULIA",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,School Support Team 6- Brooklyn South,NULL,NULL,NULL,318,63
2020,20K223,K223,J.H.S. 223 The Montauk,332000010223,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",1930-07-01T00:00:00.000,Open,K223,4200 16 AVENUE,NY,989128,170661,-73.982424,40.6351,312,44,23000,3053620021,BK88,Borough Park,ANDREW FRANK,Principal,718-438-0155,718-871-7477,20,20,COMMUNITY SCHOOL DISTRICT 20,"COSTANTINO, KARINA",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,School Support Team 4- Brooklyn South,NULL,NULL,NULL,312,66
2020,19K224,K224,P.S. 224 Hale A. Woodruff,331900010224,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1930-07-01T00:00:00.000,Open,K224,757 WORTMAN AVENUE,NY,1021275,181270,-73.866542,40.664143,305,42,122000,3045290133,BK82,East New York,Rochelle Hinds,Principal,718-235-3600,718-827-5840,19,19,COMMUNITY SCHOOL DISTRICT 19,THOMAS MCBRYDE JR,NYCDOE Borough Office - Brooklyn North,NULL,School Support Team 6- Brooklyn North,NULL,NULL,NULL,305,75
2020,21K225,K225,P.S. K225 - The Eileen E. Zaglin,332100010225,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",1928-07-01T00:00:00.000,Open,K225,1075 OCEAN VIEW AVENUE,NY,996512,150684,-73.955856,40.58026,313,48,61004,3087120056,BK19,Brighton Beach,Michael Cosmai,Principal,718-743-9793,718-743-7096,21,21,COMMUNITY SCHOOL DISTRICT 21,"DIMOLA, ISABEL",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,School Support Team 5- Brooklyn South,NULL,NULL,NULL,313,60
2020,21K226,K226,P.S. 226 Alfred De B. Mason,332100010226,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",1930-07-01T00:00:00.000,Open,K226,6006 23 AVENUE,NY,990608,163486,-73.977099,40.615405,312,44,44600,3065490024,BK88,Borough Park,Evan Klein,Principal,718-234-4940,718-234-4945,21,21,COMMUNITY SCHOOL DISTRICT 21,"DIMOLA, ISABEL",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,School Support Team 5- Brooklyn South,NULL,NULL,NULL,312,66
2020,20K227,K227,J.H.S. 227 Edward B. Shallow,332000010227,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",1930-07-01T00:00:00.000,Open,K227,6500 16 AVENUE,NY,985371,165925,-73.995961,40.622102,311,38,25000,3055510018,BK28,Bensonhurst West,Dr. Edwin Hernandez,Principal,718-256-8218,718-234-6204,20,20,COMMUNITY SCHOOL DISTRICT 20,"COSTANTINO, KARINA",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,School Support Team 4- Brooklyn South,NULL,NULL,NULL,311,62
2020,21K228,K228,I.S. 228 David A. Boody,332100010228,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",1930-07-01T00:00:00.000,Open,K228,228 AVENUE S,NY,990692,158114,-73.976801,40.60066,311,47,41000,3070840001,BK29,Bensonhurst East,DOMINICK DANGELO,Principal,718-375-7635,718-376-1209,21,21,COMMUNITY SCHOOL DISTRICT 21,"DIMOLA, ISABEL",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,School Support Team 5- Brooklyn South,NULL,NULL,NULL,311,62
2020,20K229,K229,P.S. 229 Dyker,332000010229,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08",1932-07-01T00:00:00.000,Open,K229,1400 BENSON AVENUE,NY,980478,161637,-74.013585,40.610331,311,43,17000,3063910024,BK27,Bath Beach,William Kirk,I.A. Principal,718-236-5447,718-331-8173,20,20,COMMUNITY SCHOOL DISTRICT 20,"COSTANTINO, KARINA",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,School Support Team 4- Brooklyn South,NULL,NULL,NULL,311,62
